2023-12-23 02:12:16,769 - DEBUG - Starting new HTTP connection (1): www.omdbapi.com:80
2023-12-23 02:12:17,464 - DEBUG - http://www.omdbapi.com:80 "GET /?t=import%20requests&apikey=3f22046d HTTP/1.1" 200 47
2023-12-23 02:12:17,467 - ERROR - Error during processing
2023-12-23 02:12:17,468 - ERROR - int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
2023-12-23 02:12:36,047 - DEBUG - Starting new HTTP connection (1): www.omdbapi.com:80
2023-12-23 02:12:36,133 - DEBUG - http://www.omdbapi.com:80 "GET /?t=Guardians%20of%20the%20Galaxy%20Vol.%202&apikey=3f22046d HTTP/1.1" 200 None
2023-12-23 02:12:57,469 - INFO - Movie data saved to Cartoons.txt
2023-12-23 02:12:57,538 - INFO - Movie data inserted successfully
2023-12-23 02:14:36,671 - DEBUG - Starting new HTTP connection (1): www.omdbapi.com:80
2023-12-23 02:14:36,754 - DEBUG - http://www.omdbapi.com:80 "GET /?t=Guardians%20of%20the%20Galaxy%20Vol.%202&apikey=3f22046d HTTP/1.1" 200 None
2023-12-23 02:14:46,055 - INFO - Movie data saved to cartoons.txt
2023-12-23 02:14:46,119 - INFO - Movie data inserted successfully
2023-12-23 02:45:38,031 - DEBUG - Starting new HTTP connection (1): www.omdbapi.com:80
2023-12-23 02:45:38,522 - DEBUG - http://www.omdbapi.com:80 "GET /?t=Moana&apikey=3f22046d HTTP/1.1" 200 None
2023-12-23 02:46:07,062 - INFO - Movie data saved to moana.txt
2023-12-23 02:46:07,070 - INFO - Movie data inserted successfully
2023-12-23 02:47:32,431 - DEBUG - Starting new HTTP connection (1): www.omdbapi.com:80
2023-12-23 02:47:32,782 - DEBUG - http://www.omdbapi.com:80 "GET /?t=Shrek&apikey=3f22046d HTTP/1.1" 200 None
2023-12-23 02:48:00,294 - INFO - Movie data saved to shrek.txt
2023-12-23 02:48:00,300 - INFO - Movie data inserted successfully
2023-12-23 03:00:05,710 - DEBUG - Starting new HTTP connection (1): www.omdbapi.com:80
2023-12-23 03:00:06,168 - DEBUG - http://www.omdbapi.com:80 "GET /?t=megamind&apikey=3f22046d HTTP/1.1" 200 None
2023-12-23 03:00:13,231 - INFO - Movie data saved to megamind.txt
2023-12-23 03:00:13,237 - INFO - Movie data inserted successfully
2023-12-23 03:17:02,065 - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2023-12-23 03:17:02,065 - INFO - [33mPress CTRL+C to quit[0m
2023-12-23 03:17:02,067 - INFO -  * Restarting with stat
2023-12-23 03:17:02,598 - WARNING -  * Debugger is active!
2023-12-23 03:17:02,600 - INFO -  * Debugger PIN: 942-113-344
2023-12-23 03:17:10,466 - INFO - 127.0.0.1 - - [23/Dec/2023 03:17:10] "[35m[1mGET / HTTP/1.1[0m" 500 -
2023-12-23 03:17:10,507 - INFO - 127.0.0.1 - - [23/Dec/2023 03:17:10] "GET /?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2023-12-23 03:17:10,509 - INFO - 127.0.0.1 - - [23/Dec/2023 03:17:10] "GET /?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2023-12-23 03:17:10,542 - INFO - 127.0.0.1 - - [23/Dec/2023 03:17:10] "GET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2023-12-23 03:17:10,561 - INFO - 127.0.0.1 - - [23/Dec/2023 03:17:10] "[36mGET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
2023-12-23 03:19:57,157 - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2023-12-23 03:19:57,157 - INFO - [33mPress CTRL+C to quit[0m
2023-12-23 03:19:57,158 - INFO -  * Restarting with stat
2023-12-23 03:19:57,645 - WARNING -  * Debugger is active!
2023-12-23 03:19:57,647 - INFO -  * Debugger PIN: 942-113-344
2023-12-23 03:19:59,294 - INFO - 127.0.0.1 - - [23/Dec/2023 03:19:59] "[35m[1mGET / HTTP/1.1[0m" 500 -
2023-12-23 03:19:59,336 - INFO - 127.0.0.1 - - [23/Dec/2023 03:19:59] "[36mGET /?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
2023-12-23 03:19:59,337 - INFO - 127.0.0.1 - - [23/Dec/2023 03:19:59] "[36mGET /?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
2023-12-23 03:19:59,348 - INFO - 127.0.0.1 - - [23/Dec/2023 03:19:59] "[36mGET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
2023-12-23 03:19:59,361 - INFO - 127.0.0.1 - - [23/Dec/2023 03:19:59] "[36mGET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
2023-12-23 03:20:49,635 - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2023-12-23 03:20:49,636 - INFO - [33mPress CTRL+C to quit[0m
2023-12-23 03:20:49,637 - INFO -  * Restarting with stat
2023-12-23 03:20:50,114 - WARNING -  * Debugger is active!
